"","O1903027","O1903029","O1903032","O1903033","O1903035","O1903040","O1903047","O1903048","O1903050","O1903054","O1903056","O1903057","O1903059","O1903062","O1903063","O1903065","O1903066","O1903069","O1903071","O1903072","O1903075","O1903076","O1903078","O1903080"
"27671_776.1592_15.8173_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.067168e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.050338e+02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.964286e+05","0.000000e+00","0.000000e+00"
"27673_776.1594_15.1628_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.228798e+04","0.000000e+00","0.000000e+00"
"27674_776.1952_16.8811_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27675_776.1954_16.0731_1541_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27677_776.1955_15.9456_1541_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27678_776.1955_16.4494_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27681_776.1956_16.5511_2095_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27682_776.1956_16.6998_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27685_776.1958_14.0751_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","1.237577e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.195452e+03","0.000000e+00","0.000000e+00","0.000000e+00","4.465679e+03","0.000000e+00","0.000000e+00","0.000000e+00","1.406638e+03","0.000000e+00","0.000000e+00","1.080736e+03","0.000000e+00","0.000000e+00","0.000000e+00","1.995916e+04","0.000000e+00","0.000000e+00"
"27711_778.1746_13.0126_-1_N/A_NA_no matches_no matches_no matches_no matches","4.093560e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.068405e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.778215e+04","0.000000e+00","0.000000e+00"
"27712_778.1746_13.2363_2435_N/A_NA_no matches_no matches_no matches_no matches","2.656862e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.503900e+03","0.000000e+00","0.000000e+00","0.000000e+00","4.369536e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.610898e+04","0.000000e+00","0.000000e+00"
"27713_778.1747_12.7948_-1_N/A_NA_no matches_no matches_no matches_no matches","3.210338e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.631040e+03","0.000000e+00","0.000000e+00","0.000000e+00","4.633866e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.038514e+04","0.000000e+00","0.000000e+00"
"27714_778.1748_12.7388_237_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","3.210338e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.631040e+03","0.000000e+00","0.000000e+00","0.000000e+00","4.633866e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.644534e+04","0.000000e+00","0.000000e+00"
"27728_779.4274_9.8193_49_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.096230e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.225323e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27732_780.1539_12.0844_2511_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","1.258416e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.336269e+04","0.000000e+00","0.000000e+00","0.000000e+00","1.044645e+04","0.000000e+00","0.000000e+00","0.000000e+00","7.250524e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.026724e+05","0.000000e+00","0.000000e+00"
"27734_780.1542_11.8843_2511_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","5.810251e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.118067e+03","0.000000e+00","4.754454e+03","0.000000e+00","3.843995e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.224167e+05","0.000000e+00","0.000000e+00"
"27743_782.4168_7.0753_398_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","5.368964e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27745_782.4929_7.7775_49_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27752_784.4505_6.1755_2121_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27757_785.4319_8.027_-1_N/A_alpha-Solanine_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27758_786.3766_7.756_3711_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","4.042358e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.131459e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.943801e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27759_786.3774_7.6448_3711_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","4.042358e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.381593e+03","0.000000e+00"
"27761_787.1092_13.1914_-1_N/A_NA_no matches_no matches_no matches_no matches","1.078520e+04","2.127159e+03","0.000000e+00","0.000000e+00","0.000000e+00","3.709669e+03","1.331942e+04","0.000000e+00","0.000000e+00","0.000000e+00","2.496167e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.272485e+05","0.000000e+00","0.000000e+00"
"27762_787.1092_13.6101_-1_N/A_NA_no matches_no matches_no matches_no matches","2.556339e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.287442e+04","3.317118e+04","0.000000e+00","0.000000e+00","0.000000e+00","8.016248e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.831886e+05","0.000000e+00","0.000000e+00"
"27767_787.4658_6.6865_-1_N/A_Vitamin P_no matches_no matches_no matches_no matches","3.389461e+04","1.139208e+04","3.724299e+04","1.888680e+04","4.374257e+04","1.729847e+04","1.360457e+04","4.964994e+04","2.997617e+04","2.038554e+04","3.330061e+04","2.454107e+04","2.089874e+04","2.926010e+04","4.078746e+04","3.551791e+04","1.818772e+04","5.894797e+04","3.031764e+04","2.807236e+04","4.128337e+04","4.568343e+04","4.276961e+04","2.359875e+04"
"27769_788.4306_5.8002_2121_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27777_790.2472_16.3687_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27783_790.2474_16.7227_504_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27785_790.2475_16.5293_504_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27786_790.2475_16.0073_-1_N/A_Contaminant vial septum ThermoFisher C5000-44B_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.136292e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27793_790.5113_10.7287_-1_N/A_Spectral Match to Decapropylene glycol from NIST14_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27804_792.1905_14.0011_5471_N/A_NA_no matches_no matches_no matches_no matches","4.386073e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.435496e+03","0.000000e+00","0.000000e+00","0.000000e+00","4.246136e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.155176e+05","0.000000e+00","0.000000e+00"
"27805_792.1905_14.1702_5471_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.169574e+04","0.000000e+00","0.000000e+00"
"27807_792.5263_11.0298_-1_N/A_alpha-Solanine_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.231045e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27809_793.515_7.3744_4958_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27815_794.2061_12.3258_169_N/A_Contaminant vial septum ThermoFisher C5000-44B_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","1.242868e+04","7.405438e+03","0.000000e+00","1.125054e+04","0.000000e+00","0.000000e+00","2.561247e+04","0.000000e+00","2.943114e+03","2.916917e+03","4.139495e+04","0.000000e+00","0.000000e+00","2.004599e+03","3.126698e+04","1.509019e+04","1.356134e+04","1.460527e+04","1.458806e+04","0.000000e+00","0.000000e+00","2.681099e+05","0.000000e+00","0.000000e+00"
"27818_795.4222_8.7222_49_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27819_795.503_5.9415_269_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27822_797.438_8.4064_49_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.630190e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27823_797.4381_8.5131_49_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27824_797.4558_6.2997_270_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27825_798.2341_14.6331_6201_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"27826_798.4112_6.6236_398_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","5.381702e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
