"","max_blanks","mean_samples","flag"
"10815_349.1832_3.5572_9904_hydroquinidine_Massbank:EA278009 Codeine|(5,6)-3-Methoxy-17-methyl-7,8-didehydro-4,5-epoxymorphinan-6-ol|Methylmorphine_no matches_no matches_no matches_no matches",41780.02,35107.0158333333,1
"10816_349.1835_4.4224_-1_N/A_NA_no matches_no matches_no matches_no matches",83528.59,33657.7977083333,1
"10830_349.2007_9.6925_9592_N/A_NA_no matches_no matches_no matches_no matches",312290,506802.3,1
"10832_349.2007_9.5313_-1_N/A_NA_no matches_no matches_no matches_no matches",350265.9,672807.025,1
"10840_349.212_5.7176_4203_N/A_Drospirenone_no matches_no matches_no matches_no matches",86069.16,59518.08875,1
"10841_349.2144_10.7138_2422_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",88688.01,12185.3701666667,1
"10842_349.2206_9.8724_20_N/A_NA_no matches_no matches_no matches_no matches",5082971,12429.1266666667,1
"10848_349.237_11.8949_228_N/A_NA_no matches_no matches_no matches_no matches",85911.84,163174.101666667,1
"10861_349.2378_6.3425_5039_N/A_NA_no matches_no matches_no matches_no matches",8473.795,7714.27083333333,1
"10862_349.2557_11.9721_239_N/A_enoxolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",1556168,997907.959041667,1
"10863_349.2579_7.8359_-1_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_no matches_no matches_no matches_no matches",4981.589,1056.36820833333,1
"10864_349.2582_9.0896_3936_N/A_NA_no matches_no matches_no matches_no matches",485531.4,174175.35,1
"10865_349.2645_5.369_-1_N/A_NA_no matches_no matches_no matches_no matches",23117.8,2978.81241666667,1
"10866_349.273_10.8024_-1_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",359343.2,176542.64375,1
"10867_349.2732_11.0351_2604_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",159563,127365.240416667,1
"10868_349.2733_11.1564_2604_N/A_14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.01/4,1/4?.0?,?]hexadecan-5-ol_no matches_no matches_no matches_no matches",249841.7,111813.063333333,1
"10869_349.2734_11.487_-1_N/A_NA_no matches_no matches_no matches_no matches",103259,125077.524166667,1
"10870_349.2734_12.0863_228_N/A_NA_no matches_no matches_no matches_no matches",85316.12,86320.5175,1
"10871_349.2734_11.9054_228_N/A_NA_no matches_no matches_no matches_no matches",140598.7,164602.032083333,1
"10872_349.2735_11.7679_228_N/A_NA_no matches_no matches_no matches_no matches",171044.5,132031.020416667,1
"10873_349.2735_11.7146_228_N/A_NA_no matches_no matches_no matches_no matches",62839.69,73669.5166666667,1
"10874_349.2933_11.4908_4460_N/A_NA_no matches_no matches_no matches_no matches",38320.07,21434.888,1
"10875_349.2942_11.0292_286_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",304612,44222.545,1
"10876_349.2943_11.1718_286_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",641782.2,101765.455,1
"10877_349.2945_11.2406_286_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",1278425,332543.429166667,1
"10879_349.3461_14.5138_151_N/A_oleic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_NA",180758,336652.5,1
"10895_350.1797_6.8183_4655_N/A_Massbank:PR310547 Deoxyvasicinone_no matches_no matches_no matches_no matches",30610.56,39446.11125,1
"10908_350.2167_6.1281_6561_N/A_NA_no matches_no matches_no matches_no matches",8493.483,12746.6233333333,1
"10910_350.2269_10.6389_-1_N/A_NA_no matches_no matches_no matches_no matches",5835.444,120.567041666667,1
"10911_350.2317_9.2954_1832_N/A_prostaglandin A1_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_Indoles",88758.55,21157.9740416667,1
"10912_350.2323_10.1352_-1_N/A_NA_no matches_no matches_no matches_no matches",38850.42,64305.2816666667,1
"10913_350.2323_9.8895_-1_N/A_NA_no matches_no matches_no matches_no matches",106824.9,72988.8304166667,1
"10917_350.2324_10.454_1972_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches",152975,71172.7833333333,1
"10918_350.241_5.4973_-1_N/A_Chloroxine_no matches_no matches_no matches_no matches",372046.3,760.603958333333,1
"10919_350.2456_10.4133_4262_N/A_NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]_no matches_no matches_no matches_no matches",20170.18,10782.502625,1
"10920_350.2457_10.3296_4262_N/A_NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]_no matches_no matches_no matches_no matches",33867.49,13528.0421666667,1
"10921_350.2458_10.5255_4262_N/A_NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]_no matches_no matches_no matches_no matches",21505.96,7471.50458333333,1
"10922_350.2473_11.5949_-1_N/A_NA_no matches_no matches_no matches_no matches",146215.8,73935.2665833333,1
"10925_350.2666_10.7753_-1_N/A_Massbank:LU080702 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches",193530.3,26352.2117083333,1
"10926_350.2688_11.7298_170_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",131098.5,25594.2672916667,1
"10927_350.2839_12.123_1042_N/A_NA_no matches_no matches_no matches_no matches",24400.73,33147.0639166667,1
"10928_350.2839_11.9836_-1_N/A_NA_no matches_no matches_no matches_no matches",34451.96,36873.45625,1
"10929_350.2839_10.7521_-1_N/A_Massbank:LU080702 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches",21929500,11736013.194875,1
"10930_350.284_12.291_1042_N/A_NA_no matches_no matches_no matches_no matches",50652.34,33282.0218333333,1
"10931_350.284_10.9895_1779_N/A_NA_no matches_no matches_no matches_no matches",2112068,1201130.98066667,1
"10932_350.284_11.3373_855_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_no matches_no matches_no matches_no matches",490331.2,203746.946791667,1
"10933_350.284_11.8471_-1_N/A_NA_no matches_no matches_no matches_no matches",101715.5,69407.16325,1
"10934_350.2841_11.5559_855_N/A_NA_no matches_no matches_no matches_no matches",205904.1,92149.243875,1
"10935_350.2841_11.781_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",77740.48,39511.1386666667,1
"10936_350.2842_11.6847_6913_N/A_NA_no matches_no matches_no matches_no matches",86858.28,59501.29575,1
"10937_350.2898_11.4999_855_N/A_NA_no matches_no matches_no matches_no matches",159087.6,268031.4125,1
"10939_350.3047_11.1873_-1_N/A_NA_no matches_no matches_no matches_no matches",353588.6,232377.095833333,1
"10940_350.3048_13.4303_1779_N/A_NA_no matches_no matches_no matches_no matches",58325.24,5609.26920833333,1
"10941_350.305_12.6292_1779_N/A_NA_no matches_no matches_no matches_no matches",113939.7,8900.63679166667,1
"10942_350.305_10.8016_6370_N/A_5-[(8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpentanoic acid_no matches_no matches_no matches_no matches",431911.3,534866.2625,1
"10943_350.305_12.0964_1042_N/A_NA_no matches_no matches_no matches_no matches",381104.8,62962.3941666667,1
"10944_350.305_10.5981_-1_N/A_NA_no matches_no matches_no matches_no matches",500005.9,622514.370833333,1
"10945_350.305_12.5242_1779_N/A_NA_no matches_no matches_no matches_no matches",113939.7,16759.2506666667,1
"10946_350.3051_11.5477_2350_N/A_NA_no matches_no matches_no matches_no matches",604137.1,294759.008333333,1
"10947_350.3051_11.4769_855_N/A_NA_no matches_no matches_no matches_no matches",214372.9,224678.783333333,1
"10948_350.3051_12.2164_1042_N/A_putrescine-C19:2_no matches_no matches_no matches_no matches",242764,479980.045833333,1
"10949_350.3051_11.4_2350_N/A_NA_no matches_no matches_no matches_no matches",418173.1,590782.887916667,1
"10950_350.3051_11.838_-1_N/A_NA_no matches_no matches_no matches_no matches",173400.2,224301.65125,1
"10951_350.3261_12.1871_1042_N/A_NA_no matches_no matches_no matches_no matches",85582.74,98654.4258333333,1
"10952_350.3261_12.4157_2504_N/A_Spectral Match to Tri(propylene glycol) butyl ether from NIST14_no matches_no matches_no matches_no matches",55152.24,69305.0431666667,1
"10953_350.3262_13.1736_7794_N/A_NA_no matches_no matches_no matches_no matches",177025,29845.3281666667,1
"10954_350.3262_11.5783_286_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",5695910,1768530.50416667,1
"10956_350.3262_11.8061_286_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",1919646,2257088.5,1
"10957_350.3262_11.7315_286_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",1460157,650237.509166667,1
"10959_350.3412_13.5569_-1_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",89241.12,53704.42375,1
"10960_350.3413_12.5549_1779_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",257829.2,167421.09225,1
"10961_350.3413_13.1389_1779_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",242022.9,187793.533333333,1
"10962_350.3413_11.6376_-1_N/A_NA_no matches_no matches_no matches_no matches",257686.4,35847.7333333333,1
"10963_350.3413_11.7484_-1_N/A_NA_no matches_no matches_no matches_no matches",162010.1,32747.4983333333,1
"10964_350.3414_12.6598_-1_N/A_AEG(o-16:3/16:0)_no matches_no matches_no matches_no matches",153492.9,94099.1391666667,1
"10965_350.3414_12.9872_1779_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",294741.5,155169.482916667,1
"10966_350.3414_12.1377_170_N/A_Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers",128551.1,38493.99875,1
"10967_350.3414_11.4742_855_N/A_NA_no matches_no matches_no matches_no matches",452571.9,73549.1783333333,1
"10968_350.3414_12.2048_1779_N/A_AEG(o-16:3/16:0)_no matches_no matches_no matches_no matches",259501.8,50028.0745833333,1
"10969_350.3414_12.3412_1779_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",341044.8,96858.1066666667,1
"10970_350.3414_12.7185_1779_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",308586.4,200064.540416667,1
"10971_350.3414_10.8179_-1_N/A_NA_no matches_no matches_no matches_no matches",375973.1,74648.2966666667,1
"10972_350.3414_11.3497_855_N/A_NA_no matches_no matches_no matches_no matches",958442.9,167693.242083333,1
"10973_350.3414_11.1476_1779_N/A_(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine_no matches_no matches_no matches_no matches",4200100,1590015.04166667,1
"10974_350.3778_11.572_855_N/A_NA_no matches_no matches_no matches_no matches",246560.1,225065.891666667,1
"10975_350.3778_12.5259_-1_N/A_NA_no matches_no matches_no matches_no matches",170044.2,84694.0883333333,1
"10976_350.3778_11.4227_855_N/A_NA_no matches_no matches_no matches_no matches",1728424,701898.72325,1
"10977_350.3779_12.1043_1042_N/A_NA_no matches_no matches_no matches_no matches",420088.5,142527.373333333,1
"10978_350.3779_11.6811_6913_N/A_NA_no matches_no matches_no matches_no matches",435379.5,306865.3625,1
"10979_350.3779_11.8599_-1_N/A_NA_no matches_no matches_no matches_no matches",397702.5,220680.629166667,1
"10980_350.3779_12.3238_1042_N/A_NA_no matches_no matches_no matches_no matches",157287,99783.79625,1
"10981_350.378_12.9704_7794_N/A_NA_no matches_no matches_no matches_no matches",104240.6,40808.815,1
"11016_351.1488_8.7172_5539_N/A_NA_no matches_no matches_no matches_no matches",2113.648,733.558375,1
"11017_351.1489_8.8413_5539_N/A_NA_no matches_no matches_no matches_no matches",2113.648,419.712125,1
"11048_351.18_5.9792_-1_N/A_Pregn-4-en-18-al, 11,21-dihydroxy-3,20-dioxo-, (11.beta.)-_no matches_no matches_no matches_no matches",375623.1,208902.81,1
"11049_351.18_5.8737_250_N/A_Arteannuin B_Organic compounds_Benzenoids_Benzene and substituted derivatives_Cumenes",283201.1,243229.5675,1
"11056_351.1998_5.5692_-1_N/A_NA_no matches_no matches_no matches_no matches",94807,46946.1645833333,1
"11059_351.2008_4.9313_8481_N/A_NA_no matches_no matches_no matches_no matches",20378.59,30226.265875,1
"11061_351.2151_11.173_881_Massbank:IA000271 PGI2_enoxolone_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids",263840.3,291502.424166667,1
"11062_351.2159_9.123_-1_N/A_biotin_no matches_no matches_no matches_no matches",117018.7,223369.33,1
"11063_351.216_8.361_-1_N/A_AKOS003672986_no matches_no matches_no matches_no matches",137424.9,125873.294583333,1
"11066_351.2161_9.2528_-1_Massbank:IA000271 PGI2_Himbacine_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids",108550.8,207607.399583333,1
"11067_351.2162_8.708_4366_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",82770.79,162762.862916667,1
"11073_351.2163_9.7159_-1_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",132509.7,182864.87125,1
"11078_351.2274_7.9259_-1_N/A_NA_no matches_no matches_no matches_no matches",16916.68,10521.7685833333,1
"11083_351.2367_7.3401_43_N/A_NA_no matches_no matches_no matches_no matches",10669.77,1399.84141666667,1
"11084_351.2368_7.3946_43_N/A_NA_no matches_no matches_no matches_no matches",10669.77,1335.21854166667,1
"11085_351.237_6.9076_43_N/A_NA_no matches_no matches_no matches_no matches",4068.242,1936.74741666667,1
"11086_351.2373_7.906_3267_N/A_NA_no matches_no matches_no matches_no matches",1116397,222175.815416667,1
"11087_351.2522_11.4554_881_N/A_3-(2-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids",155148.5,191231.92125,1
"11089_351.2521_11.0248_8961_N/A_2-(4-hydroxy-3-methoxyphenyl)-6,8-dimethylchromen-4-one_no matches_no matches_no matches_no matches",210087.8,128147.635416667,1
"11090_351.2521_11.6011_-1_N/A_NA_no matches_no matches_no matches_no matches",123595.2,194707.325416667,1
"11091_351.2521_11.1576_1968_N/A_bufalin_no matches_no matches_no matches_no matches",121561.7,221819.06375,1
"11093_351.2526_10.5203_7766_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_no matches_no matches_no matches_no matches",165460.3,161327.007083333,1
"11099_351.2714_12.1831_-1_N/A_LITHOCHOLIC ACID_no matches_no matches_no matches_no matches",644651.7,604238.089708333,1
"11100_351.2737_10.1769_-1_N/A_terpestacin_no matches_no matches_no matches_no matches",157073,23044.57875,1
"11101_351.2738_9.5826_6836_N/A_NA_no matches_no matches_no matches_no matches",218542.7,56233.4125416667,1
"11102_351.2885_11.0809_8961_N/A_NA_no matches_no matches_no matches_no matches",567629.2,198197.333625,1
"11103_351.2887_11.2824_1968_N/A_NA_no matches_no matches_no matches_no matches",134407.9,90306.2445833333,1
"11104_351.2887_11.4017_1968_N/A_NA_no matches_no matches_no matches_no matches",50877.9,68578.0295833333,1
"11105_351.2888_11.6791_6923_N/A_NA_no matches_no matches_no matches_no matches",43379.89,46483.3066666667,1
"11106_351.289_11.7569_6923_N/A_NA_no matches_no matches_no matches_no matches",38426.71,71453.7208333333,1
"11115_352.1597_7.0149_3518_N/A_Massbank:KNA00441 L-Citrulline|2-Amino-5-ureidovaleric acid|Citrulline_no matches_no matches_no matches_no matches",485021.4,245966.372541667,1
"11116_352.1599_7.1826_3518_N/A_Massbank:KNA00441 L-Citrulline|2-Amino-5-ureidovaleric acid|Citrulline_no matches_no matches_no matches_no matches",2323088,1260570.22779167,1
"11137_352.2326_7.9614_6890_N/A_NA_no matches_no matches_no matches_no matches",20712.33,9671.60454166667,1
"11138_352.2327_7.2365_3518_N/A_NA_no matches_no matches_no matches_no matches",34004.63,2871.58841666667,1
"11139_352.2327_6.4733_164_N/A_NA_no matches_no matches_no matches_no matches",21768.93,21712.485625,1
"11140_352.2327_9.4161_937_N/A_NA_no matches_no matches_no matches_no matches",142409500,252443.047208333,1
"11141_352.2327_8.2571_-1_N/A_NA_no matches_no matches_no matches_no matches",1520646,13567.955625,1
"11142_352.2328_9.7787_937_N/A_NA_no matches_no matches_no matches_no matches",769814.7,5177.984875,1
"11143_352.2328_6.9999_3518_N/A_NA_no matches_no matches_no matches_no matches",576959.9,9441.800125,1
"11144_352.2464_7.3001_-1_N/A_Massbank:LU080702 Azacyclotridecan-2-one_no matches_no matches_no matches_no matches",31730.55,17824.09475,1
"11145_352.2474_9.2775_-1_N/A_NA_no matches_no matches_no matches_no matches",335027,77829.1795833333,1
"11146_352.2475_9.5858_937_N/A_NA_no matches_no matches_no matches_no matches",817419.4,254472.45875,1
"11147_352.2478_9.8983_4065_N/A_NA_no matches_no matches_no matches_no matches",162631.2,80063.895,1
"11148_352.2478_10.6958_-1_N/A_Spectral Match to 9(10)-EpOME from NIST14_no matches_no matches_no matches_no matches",104323.3,84021.6775,1
"11149_352.2478_10.0101_4065_N/A_NA_no matches_no matches_no matches_no matches",3262904,180599.032916667,1
"11150_352.2478_10.555_-1_N/A_NA_no matches_no matches_no matches_no matches",530173.7,96436.3908333333,1
"11151_352.248_10.9084_-1_N/A_NA_no matches_no matches_no matches_no matches",583615.6,50436.4745833333,1
"11152_352.248_10.991_3760_N/A_Massbank:FFF00164 Campesterol_no matches_no matches_no matches_no matches",705400.1,57546.7029166667,1
"11153_352.2484_10.3893_5416_N/A_NA_no matches_no matches_no matches_no matches",219460.2,102720.526666667,1
"11154_352.2631_10.1831_4065_N/A_NA_no matches_no matches_no matches_no matches",47256.22,24845.3396666667,1
"11155_352.2632_10.2912_5416_N/A_NA_no matches_no matches_no matches_no matches",31709.76,30901.9275,1
"11156_352.2632_9.8636_4065_N/A_NA_no matches_no matches_no matches_no matches",204409.5,42887.3102916667,1
"11157_352.2632_9.9794_4065_N/A_NA_no matches_no matches_no matches_no matches",173650.5,29752.8806666667,1
